,year,name,position,height,weight,fortyyd,twentyss,threecone,vertical,broad,bench,college,picktotal,first4av,carav,drav
677,2007,Chad Nkang,SS,6-1.0000,220,4.52,4.34,0,36.5,118,23,Elon,251,1,1,1
678,2007,Uche Nwaneri,OG,6-3.0000,325,5.37,0,0,0,0,24,Purdue,149,30,36,36
679,2007,Amobi Okoye,DT,6-2.0000,302,5.07,0,0,30,111,29,Louisville,10,25,24,21
680,2007,Michael Okwo,ILB,6-1.0000,232,4.7,4.43,0,35.5,121,20,Stanford,94,0,,
681,2007,Greg Olsen,TE,6-6.0000,254,4.51,4.48,0,35.5,114,23,Miami (FL),31,22,48,12
682,2007,Jordan Palmer,QB,6-6.0000,231,4.98,4.58,0,30.5,104,0,UTEP,205,0,0,
683,2007,Ben Patrick,TE,6-3.0000,252,4.74,4.31,0,34.5,111,0,Delaware,215,4,4,4
684,2007,Kevin Payne,FS,6-1.0000,220,4.6,4.3,0,35,106,20,Louisiana-Monroe,167,11,11,11
685,2007,Adrian Peterson,RB,6-2.0000,217,4.4,4.4,0,38.5,127,0,Oklahoma,7,58,88,88
686,2007,Sabby Piscitelli,SS,6-3.0000,224,4.47,3.9,0,34.5,122,19,Oregon State,64,11,11,10
687,2007,Quinn Pitcock,DT,6-3.0000,299,4.93,0,0,34,112,0,Ohio State,98,2,2,2
688,2007,Antonio Pittman,RB,5-11.0000,207,4.4,4.16,0,35.5,123,16,Ohio State,107,3,3,
689,2007,Paul Posluszny,OLB,6-2.0000,238,4.7,4.2,0,37,116,22,Penn State,34,31,50,17
690,2007,Brady Quinn,QB,6-3.0000,232,4.73,0,0,0,0,24,Notre Dame,22,3,2,3
691,2007,Manuel Ramirez,OG,6-3.0000,326,5.24,0,0,0,0,40,Texas Tech,117,6,32,8
692,2007,Sidney Rice,WR,6-4.0000,200,4.51,4.34,7.09,39.5,119,0,South Carolina,44,25,33,20
693,2007,Jay Richardson,DE,6-6.0000,279,5,4.54,0,33,112,20,Ohio State,138,14,13,13
694,2007,Laurent Robinson,WR,6-2.0000,199,4.38,4.28,6.83,39,127,19,Illinois State,75,15,16,3
695,2007,Ryne Robinson,WR,5-9.0000,179,4.47,4.21,0,35,123,0,Miami (OH),118,0,0,0
696,2007,Brian Robison,DE,6-3.0000,259,4.67,4.26,0,40.5,121,27,Texas,102,14,37,37
697,2007,Dante Rosario,TE,6-3.0000,244,4.78,4.47,0,36,115,20,Oregon,155,8,9,6
698,2007,Aaron Ross,CB,6-1.0000,193,4.44,4.15,0,34,118,17,Texas,20,19,21,19
699,2007,Aaron Rouse,SS,6-4.0000,223,4.58,0,0,35,0,16,Virginia Tech,89,8,8,5
700,2007,Jeff Rowe,QB,6-5.0000,226,4.91,4.15,0,29.5,114,0,Nevada,151,0,0,0
701,2007,JaMarcus Russell,QB,6-6.0000,265,4.83,0,0,0,0,0,LSU,1,6,6,6
702,2007,Clifton Ryan,DT,6-2.0000,305,5.12,4.69,0,26.5,102,25,Michigan State,154,13,13,13
703,2007,Dan Santucci,OG,6-4.0000,301,5.13,4.74,0,29,102,23,Notre Dame,230,0,0,0
704,2007,Dallas Sartz,OLB,6-5.0000,237,4.71,4.13,0,33.5,111,20,USC,143,0,,
705,2007,Samson Satele,OC,6-3.0000,300,5.24,4.29,0,33,101,25,Hawaii,60,35,48,24
706,2007,Derek Schouman,FB,6-2.0000,247,4.74,4.27,0,37.5,122,27,Boise State,222,2,2,2
707,2007,Ken Shackleford,OT,6-5.0000,322,5.3,5.05,0,24.5,102,28,Georgia,190,0,,
708,2007,Tim Shaw,OLB,6-2.0000,236,4.51,4.12,0,36.5,116,26,Penn State,164,6,7,1
709,2007,Brandon Siler,ILB,6-2.0000,241,4.62,0,0,30.5,109,0,Florida,240,11,12,10
710,2007,Kelvin Smith,ILB,6-2.0000,240,4.8,4.42,0,32,110,26,Syracuse,219,0,0,0
711,2007,Kolby Smith,RB,5-11.0000,220,4.5,4.34,0,38,114,18,Louisville,148,4,4,4
712,2007,Ryan Smith,CB,5-10.0000,174,4.51,0,0,0,0,11,Florida,206,0,,
713,2007,Steve Smith,WR,6-1.0000,197,4.44,4.19,6.68,38,120,0,USC,51,23,23,21
714,2007,Jason Snelling,FB,5-11.0000,230,4.79,4.38,0,30,111,0,Virginia,244,17,21,21
715,2007,Paul Soliai,DT,6-4.0000,344,5.1,4.69,0,29.5,103,0,Utah,108,20,40,32
716,2007,Anthony Spencer,DE,6-3.0000,261,4.7,4.43,0,32.5,112,30,Purdue,26,26,33,33
717,2007,Joe Staley,OT,6-6.0000,306,4.78,0,0,0,0,27,Central Michigan,28,33,65,65
718,2007,Drew Stanton,QB,6-3.0000,226,4.75,4.41,0,30.5,108,0,Michigan State,43,4,9,4
719,2007,Cameron Stephenson,OG,6-3.0000,306,5.4,4.81,0,28.5,101,34,Rutgers,156,0,,
720,2007,Syndric Steptoe,WR,5-9.0000,194,4.59,0,0,33,0,17,Arizona,234,1,1,1
721,2007,Daren Stone,SS,6-3.0000,218,4.58,4.44,0,39,132,13,Maine,203,2,2,1
722,2007,Chansi Stuckey,WR,5-11.0000,197,4.56,4.14,0,35,120,0,Clemson,235,10,10,5
723,2007,Kasey Studdard,OG,6-3.0000,303,5.18,0,0,0,0,32,Texas,183,8,8,8
724,2007,Courtney Taylor,WR,6-2.0000,204,4.5,4.28,7.22,36,122,0,Auburn,197,1,1,1
725,2007,Joe Thomas,OT,6-7.0000,311,4.92,4.88,0,33,110,28,Wisconsin,3,52,78,78
726,2007,Marcus Thomas,DT,6-3.0000,314,5.18,0,0,0,0,27,Florida,121,0,0,
727,2007,Marcus Thomas,DT,6-3.0000,314,5.18,0,0,0,0,27,Florida,121,15,14,14
728,2007,Lawrence Timmons,OLB,6-1.0000,234,4.66,4.32,0,35,123,25,Florida State,15,34,62,62
729,2007,Matt Toeaina,DT,6-2.0000,307,5.1,0,0,0,0,26,Oregon,187,11,12,
730,2007,Tony Ugoh,OT,6-5.0000,301,5.06,0,0,32.5,117,32,Arkansas,42,20,19,18
731,2007,Jonathan Wade,CB,5-10.0000,195,4.36,4.4,0,40.5,126,0,Tennessee,84,7,7,4
732,2007,Anthony Waters,ILB,6-3.0000,245,4.59,0,0,0,0,25,Clemson,96,2,2,1
733,2007,Eric Weddle,SS,5-11.0000,203,4.48,4.12,0,33.5,113,11,Utah,37,37,62,62
734,2007,John Wendling,FS,6-1.0000,222,4.48,4.16,0,38.5,129,22,Wyoming,184,5,7,2
735,2007,Marvin White,FS,6-1.0000,199,4.54,0,0,33.5,0,17,TCU,114,8,8,6
736,2007,Chandler Williams,WR,5-11.0000,184,4.42,4.29,0,32.5,123,0,Florida International,233,0,,
737,2007,Paul Williams,WR,6-1.0000,205,4.45,4.24,7.03,38.5,125,0,Fresno State,80,0,0,0
738,2007,Patrick Willis,ILB,6-1.0000,242,4.51,4.46,0,39,119,22,Mississippi,11,79,92,92
739,2007,C.J. Wilson,CB,6-1.0000,195,4.62,4.2,0,37.5,127,0,Baylor,226,0,14,9
740,2007,C.J. Wilson,CB,6-1.0000,195,4.62,4.2,0,37.5,127,0,Baylor,226,0,1,1
741,2007,Josh Wilson,CB,5-9.0000,189,4.39,4.43,0,36.5,120,0,Maryland,55,25,34,13
742,2007,Garrett Wolfe,RB,5-8.0000,186,4.4,4.08,0,35.5,0,0,Northern Illinois,93,2,2,2
743,2007,Abraham Wright,DE,6-2.0000,242,4.9,4.46,0,31,111,24,Colorado,238,0,,
744,2007,Dwayne Wright,RB,6-1.0000,228,4.66,4.43,0,34,115,14,Fresno State,111,1,1,1
745,2007,Eric Wright,CB,5-11.0000,192,4.36,4.23,0,36.5,123,16,UNLV,53,30,31,21
746,2007,Mansfield Wrotto,OG,6-3.0000,317,5.4,4.92,0,0,92,27,Georgia Tech,124,6,6,3
747,2007,DeShawn Wynn,RB,5-11.0000,232,4.47,0,0,31.5,115,0,Florida,228,3,3,3
748,2006,Titus Adams,DT,6-4.0000,306,5.07,4.55,0,30.5,103,15,Nebraska,220,0,0,
749,2006,Joseph Addai,RB,5-11.0000,214,4.4,4.48,0,38.5,125,18,LSU,30,51,50,50
750,2006,Victor Adeyanju,DE,6-4.0000,274,4.86,4.41,0,32,112,22,Indiana,113,14,13,13
751,2006,Jason Allen,FS,6-1.0000,209,4.39,3.83,0,39.5,131,17,Tennessee,16,11,13,9
752,2006,Jon Alston,OLB,6-1.0000,223,4.5,4.13,0,40,132,30,Stanford,77,6,6,0
753,2006,David Anderson,WR,5-11.0000,192,4.57,4.21,0,34,116,0,Colorado State,251,7,7,7
754,2006,James Anderson,OLB,6-3.0000,229,4.59,4.08,0,41,121,0,Virginia Tech,88,17,31,25
755,2006,Mark Anderson,DE,6-4.0000,254,4.62,4.24,0,42,127,20,Alabama,159,18,20,15
756,2006,Willie Andrews,SS,5-10.0000,193,4.43,4.31,0,36.5,124,7,Baylor,229,3,3,3
757,2006,Devin Aromashodu,WR,6-3.0000,201,4.35,4.17,0,39,120,0,Auburn,233,9,10,
758,2006,Charles Bennett,DE,6-4.0000,258,4.7,4.53,0,33.5,115,19,Clemson,241,0,0,0
759,2006,Antoine Bethea,FS,5-11.0000,203,4.39,4.13,0,36.5,0,19,Howard,207,35,54,43
760,2006,Darnell Bing,SS,6-2.0000,227,4.52,4.07,0,34,0,17,USC,101,0,0,
761,2006,Will Blackmon,CB,6-1.0000,198,4.47,4.24,0,41,133,0,Boston College,115,6,16,5
762,2006,Jeremy Bloom,WR,5-9.0000,173,4.49,0,0,0,0,0,Colorado,147,0,,
763,2006,Greg Blue,FS,6-2.0000,216,4.57,0,0,37.5,120,16,Georgia,149,1,1,1
764,2006,Kevin Boothe,OT,6-5.0000,316,5.41,5.07,0,31.5,98,23,Cornell,176,9,26,2
765,2006,Daniel Bullocks,SS,6-1.0000,212,4.38,4.18,0,38,124,18,Nebraska,40,7,7,7
766,2006,Brodrick Bunkley,DT,6-3.0000,306,5.01,0,0,32.5,113,44,Florida State,14,29,42,26
767,2006,Rashad Butler,OT,6-5.0000,293,5.32,4.55,0,28,0,16,Miami (FL),89,6,6,
768,2006,Brian Calhoun,RB,5-9.0000,201,4.57,4.24,0,31.5,124,18,Wisconsin,74,1,1,1
769,2006,Chris Chester,OC,6-4.0000,303,4.83,4.51,0,31.5,106,27,Oklahoma,56,23,50,16
770,2006,Jeromey Clary,OT,6-6.0000,309,5.28,4.66,0,26,102,24,Kansas State,187,39,48,48
771,2006,Kellen Clemens,QB,6-2.0000,224,4.89,0,0,0,0,0,Oregon,49,3,10,3
772,2006,Barry Cofield,DT,6-4.0000,304,4.95,4.35,0,34,105,35,Northwestern,124,33,45,29
773,2006,Daryn Colledge,OT,6-5.0000,299,5.05,4.6,0,32.5,110,21,Boise State,47,44,57,40
774,2006,Marques Colston,WR,6-5.0000,224,4.5,4.44,6.96,37,123,0,Hofstra,252,48,72,72
775,2006,Ryan Cook,OT,6-7.0000,328,5.47,4.67,0,26.5,97,28,New Mexico,51,18,23,16
776,2006,Antonio Cromartie,CB,6-2.0000,208,4.47,0,0,38,132,18,Florida State,19,33,61,22
777,2006,Brodie Croyle,QB,6-3.0000,205,4.88,4.26,0,30.5,104,0,Alabama,85,2,2,2
778,2006,Jay Cutler,QB,6-3.0000,226,4.77,4.31,0,0,0,0,Vanderbilt,11,52,83,28
779,2006,Owen Daniels,TE,6-4.0000,253,4.65,4.11,0,34.5,114,23,Wisconsin,98,28,41,35
780,2006,P.J. Daniels,RB,5-10.0000,214,4.64,4.4,0,33,116,21,Georgia Tech,132,0,0,0
781,2006,Charles Davis,TE,6-6.0000,263,4.87,4.37,0,31.5,108,27,Purdue,167,0,,
782,2006,Vernon Davis,TE,6-3.0000,254,4.38,4.17,0,42,128,33,Maryland,6,25,43,42
783,2006,Tim Dobbins,ILB,6-1.0000,246,4.59,4.39,0,35.5,110,23,Iowa State,151,15,19,9
784,2006,Reed Doughty,FS,6-1.0000,209,4.65,4.17,0,37,121,15,Northern Colorado,173,13,20,20
785,2006,Elvis Dumervil,DE,6-1.0000,257,4.75,0,0,0,0,30,Louisville,126,29,65,44
786,2006,Dusty Dvoracek,DT,6-3.0000,306,5.01,4.37,0,34,110,34,Oklahoma,73,6,6,6
787,2006,Ray Edwards,DE,6-5.0000,273,4.81,4.59,0,39,114,30,Purdue,127,31,37,27
788,2006,Keith Ellison,OLB,6-2.0000,235,4.76,4.16,0,32.5,115,24,Oregon State,178,20,19,19
789,2006,Greg Eslinger,OC,6-3.0000,292,5.13,4.69,0,30,101,28,Minnesota,198,0,,
790,2006,Anthony Fasano,TE,6-4.0000,259,4.86,4.34,0,33.5,0,19,Notre Dame,53,14,22,2
791,2006,Omar Gaither,OLB,6-1.0000,234,4.78,4.32,0,37,115,23,Tennessee,168,23,25,21
792,2006,Quinton Ganther,RB,5-10.0000,218,4.5,0,0,35,119,29,Utah,246,3,3,1
793,2006,Chris Gocong,DE,6-2.0000,263,4.7,4.09,0,38.5,123,28,Cal Poly,71,35,32,15
794,2006,Kedric Golston,DT,6-4.0000,300,4.88,4.45,0,33,111,31,Georgia,196,24,25,25
795,2006,Bruce Gradkowski,QB,6-2.0000,217,4.59,4.16,0,34,107,0,Toledo,194,8,8,3
796,2006,Skyler Green,WR,5-9.0000,192,4.53,0,0,34,118,0,LSU,125,0,0,0
797,2006,Chad Greenway,OLB,6-3.0000,242,4.76,4.22,0,33.5,117,16,Iowa,17,43,62,62
798,2006,Cedric Griffin,FS,6-1.0000,199,4.51,4.1,0,35.5,125,17,Texas,48,24,26,25
799,2006,Derek Hagan,WR,6-2.0000,208,4.45,4.07,0,36,124,15,Arizona State,82,8,12,4
800,2006,Marques Hagans,RB,5-10.0000,202,4.67,4.43,0,35,114,0,Virginia,144,1,1,1
801,2006,Parys Haralson,DE,6-1.0000,253,4.8,4.28,0,32,115,24,Tennessee,140,25,37,29
802,2006,Jerome Harrison,RB,5-9.0000,201,4.47,4.08,0,34.5,124,19,Washington State,145,14,13,11
803,2006,Mike Hass,WR,6-1.0000,208,4.59,4.15,0,32,116,0,Oregon State,171,0,0,
804,2006,Jason Hatcher,DE,6-6.0000,284,4.82,4.5,0,35.5,113,28,Grambling State,92,7,34,23
805,2006,A.J. Hawk,OLB,6-1.0000,248,4.59,3.96,0,40,115,24,Ohio State,5,0,59,56
806,2006,Devin Hester,WR,5-11.0000,190,4.41,4.2,6.78,38,124,16,Miami (FL),57,42,49,44
807,2006,Tye Hill,CB,5-10.0000,185,4.34,4.05,0,41,129,0,Clemson,15,10,9,7
808,2006,Abdul Hodge,ILB,6-1.0000,236,4.76,4.35,0,31,108,0,Iowa,67,2,2,1
809,2006,Santonio Holmes,WR,5-10.6250,188,4.35,4.26,6.82,38,126,0,Ohio State,25,43,47,35
810,2006,Thomas Howard,OLB,6-3.0000,239,4.42,4.29,0,39,124,21,UTEP,38,29,34,26
811,2006,Michael Huff,SS,6-1.0000,204,4.34,0,0,40.5,125,21,Texas,7,28,33,32
812,2006,Cedric Humes,RB,6-1.0000,227,4.62,4.23,0,30.5,106,18,Virginia Tech,240,0,,
813,2006,Clint Ingram,OLB,6-2.0000,244,4.65,4.11,0,41,0,22,Oklahoma,80,23,21,21
814,2006,Chad Jackson,WR,6-1.0000,213,4.32,4.03,0,38.5,122,0,Florida,36,2,2,2
815,2006,Tarvaris Jackson,QB,6-2.0000,226,4.69,4.4,0,31.5,107,0,Alabama State,64,13,21,12
816,2006,Omar Jacobs,QB,6-4.0000,232,4.84,4.31,0,32.5,108,0,Bowling Green,164,0,,
817,2006,Max Jean-Gilles,OG,6-4.0000,355,5.48,5.08,0,24.5,95,27,Georgia,99,15,14,14
818,2006,Julian Jenkins,DE,6-4.0000,277,5.03,4.24,0,34.5,110,25,Stanford,156,1,1,1
819,2006,Adam Jennings,WR,5-9.0000,181,4.44,4.16,0,37.5,118,0,Fresno State,184,0,0,0
820,2006,Greg Jennings,WR,5-11.0000,197,4.42,4.18,6.69,36.5,117,0,Western Michigan,52,48,65,54
821,2006,Kelly Jennings,CB,5-11.0000,178,4.39,4.04,0,40,120,0,Miami (FL),31,19,18,18
822,2006,Tim Jennings,CB,5-8.0000,185,4.32,0,0,37.5,0,17,Georgia,62,18,43,9
823,2006,Brandon Johnson,OLB,6-5.0000,228,4.44,4.34,0,37,118,11,Louisville,142,11,13,0
824,2006,Johnny Jolly,DT,6-3.0000,317,5.41,0,0,0,104,0,Texas A&M,183,19,22,22
825,2006,Davin Joseph,OG,6-3.0000,311,5.09,5.02,0,32,111,24,Oklahoma,23,31,45,40
826,2006,Johnathan Joseph,CB,5-11.0000,193,4.31,4.27,6.94,37,123,15,South Carolina,24,26,57,19
827,2006,Jeff King,TE,6-5.0000,245,4.83,4.13,0,32.5,109,21,Virginia Tech,155,8,10,7
828,2006,David Kirtman,FB,6-1.0000,233,4.76,4.32,0,29.5,106,0,USC,163,0,0,0
829,2006,Mathias Kiwanuka,DE,6-6.0000,266,4.7,4.15,0,32,120,17,Boston College,32,23,37,37
830,2006,Joe Klopfenstein,TE,6-6.0000,255,4.63,4.24,0,36,112,27,Colorado,46,3,3,3
831,2006,Chris Kuper,OG,6-5.0000,301,5.1,4.62,0,30,109,24,North Dakota,161,27,33,33
832,2006,Ryan LaCasse,DE,6-3.0000,257,4.62,4.34,0,34,113,34,Syracuse,219,1,1,
833,2006,Dawan Landry,SS,6-1.0000,220,4.64,4.28,0,37.5,124,18,Georgia Tech,146,26,43,21
834,2006,Manny Lawson,OLB,6-6.0000,241,4.43,4.21,0,39.5,124,23,North Carolina State,22,27,47,23
835,2006,Josh Lay,CB,6-1.0000,197,4.48,0,0,40.5,120,16,Pittsburgh,174,0,,
836,2006,Matt Leinart,QB,6-5.0000,223,4.9,0,0,0,0,0,USC,10,12,12,12
837,2006,Jonathan Lewis,DT,6-1.0000,309,4.97,4.43,0,33.5,111,24,Virginia Tech,177,0,0,0
838,2006,Marcedes Lewis,TE,6-7.0000,261,4.8,4.84,0,37,118,23,UCLA,28,23,31,31
839,2006,Calvin Lowry,SS,5-11.0000,200,4.54,4.23,0,36,120,15,Penn State,102,7,7,6
840,2006,Wali Lundy,RB,5-11.0000,214,4.48,4.37,0,35,111,18,Virginia,170,5,5,5
841,2006,Nick Mangold,OC,6-4.0000,300,5.05,4.4,0,27.5,104,24,Ohio State,29,45,65,65
842,2006,Danieal Manning,CB,5-11.0000,202,4.48,4.08,0,39,123,17,Abilene Christian,42,26,37,22
843,2006,Brandon Marshall,WR,6-5.0000,229,4.52,4.31,6.96,37,120,0,UCF,119,42,81,28
844,2006,Richard Marshall,CB,5-11.0000,189,4.42,4.16,0,37,129,12,Fresno State,58,26,32,24
845,2006,Derrick Martin,CB,5-10.0000,202,4.5,3.97,0,40,127,17,Wyoming,208,5,6,3
846,2006,Ingle Martin,QB,6-2.0000,220,4.71,4.22,0,36,111,0,Furman,148,0,0,0
847,2006,Jimmy Martin,OT,6-5.0000,303,5.23,0,0,31,101,25,Virginia Tech,227,0,,
848,2006,Fred Matua,OG,6-3.0000,306,5.04,4.79,0,24.5,0,28,USC,217,0,,
849,2006,Marcus Maxey,CB,6-2.0000,198,4.48,0,0,41.5,129,14,Miami (FL),154,0,0,0
850,2006,John McCargo,DT,6-2.0000,302,5.15,4.49,0,30.5,110,25,North Carolina State,26,3,3,3
851,2006,Stanley McClover,DE,6-3.0000,262,4.7,4.52,0,39,114,19,Auburn,237,1,1,1
852,2006,Tim McGarigle,ILB,6-1.0000,242,4.73,4.08,0,38,118,0,Northwestern,221,1,1,1
853,2006,Reggie McNeal,QB,6-2.0000,198,4.4,4.27,0,32,121,0,Texas A&M,193,0,0,0
854,2006,Marcus McNeill,OT,6-8.0000,336,5.07,5.04,0,31,98,0,Auburn,50,48,48,48
855,2006,Gerrick McPhearson,CB,5-10.0000,196,4.42,0,0,41.5,129,18,Maryland,232,0,,
856,2006,Paul McQuistan,OT,6-6.0000,312,5.07,4.65,0,29.5,110,28,Weber State,69,5,24,4
857,2006,Garrett Mills,FB,6-1.0000,241,4.64,4.06,0,35.5,111,23,Tulsa,106,1,1,
858,2006,Jeremy Mincey,DE,6-4.0000,259,4.76,4.25,0,33.5,116,27,Florida,191,14,30,
859,2006,DeMario Minter,CB,5-11.0000,190,4.52,4.12,0,38.5,131,10,Georgia,152,0,,
860,2006,Will Montgomery,OC,6-3.0000,312,5.12,4.43,0,29.5,104,35,Virginia Tech,234,8,34,1
861,2006,Sinorice Moss,WR,5-8.0000,185,4.38,0,0,42,123,0,Miami (FL),44,4,4,4
862,2006,Terna Nande,OLB,6-1.0000,232,4.51,4.12,0,39,124,41,Miami (OH),137,0,0,0
863,2006,Haloti Ngata,DT,6-4.0000,338,5.13,4.69,0,31.5,110,37,Oregon,12,60,97,95
864,2006,A.J. Nicholson,OLB,6-1.0000,252,4.88,4.46,0,0,116,25,Florida State,157,0,0,0
865,2006,Rob Ninkovich,DE,6-3.0000,260,4.91,4.18,0,34.5,116,23,Purdue,135,8,48,0
866,2006,Jerious Norwood,RB,6-1.0000,210,4.4,4.26,0,36.5,122,15,Mississippi State,79,21,20,20
867,2006,Ben Obomanu,WR,6-1.0000,205,4.43,0,0,39.5,0,0,Auburn,249,9,10,10
868,2006,Ben Obomanu,WR,6-1.0000,205,4.45,4.23,7.18,38,116,0,Auburn,249,9,10,10
869,2006,Quinn Ojinnaka,OT,6-5.0000,309,5.44,5.12,0,28.5,102,21,Syracuse,139,9,12,8
870,2006,Jonathan Orr,WR,6-2.0000,198,4.44,4.16,7.31,35.5,119,0,Wisconsin,172,0,,
871,2006,Babatunde Oshinowo,DT,6-2.0000,304,5.27,4.57,0,32,105,33,Stanford,181,0,0,0
872,2006,Jarrad Page,SS,6-1.0000,239,4.63,4.14,0,38,127,0,UCLA,228,18,18,16
873,2006,Domata Peko,DT,6-3.0000,307,5.27,4.54,0,28.5,103,25,Michigan State,123,28,56,56
874,2006,Terrance Pennington,OT,6-7.0000,325,5.39,0,0,28.5,102,28,New Mexico,216,4,4,4
875,2006,Charlie Peprah,SS,5-11.0000,206,4.66,4.1,0,37.5,119,15,Alabama,158,6,11,
876,2006,Marvin Philip,OC,6-1.0000,307,5.24,4.7,0,27,96,27,California,201,0,,
877,2006,David Pittman,CB,5-11.0000,182,4.44,4.27,0,36,128,14,Northwestern State,87,1,1,1
878,2006,Jason Pociask,TE,6-3.0000,266,4.84,4.32,0,32.5,115,23,Wisconsin,150,0,0,0
879,2006,Bernard Pollard,SS,6-2.0000,224,4.57,0,0,36.5,131,0,Purdue,54,23,36,12
880,2006,Leonard Pope,TE,6-8.0000,258,4.62,4.67,0,37.5,118,22,Georgia,72,6,6,4
881,2006,Willie Reid,WR,5-11.0000,188,4.34,4.26,0,37.5,117,0,Florida State,95,1,1,1
882,2006,Cory Rodgers,WR,6-1.0000,188,4.58,4.19,0,33.5,110,0,TCU,104,0,,
883,2006,Frostee Rucker,DE,6-3.0000,267,4.88,0,0,29.5,110,0,USC,91,14,32,11
884,2006,DeMeco Ryans,OLB,6-1.0000,236,4.65,4.18,0,39,129,23,Alabama,33,36,58,38
885,2006,Nate Salley,FS,6-2.0000,216,4.63,4.17,0,40,123,14,Ohio State,121,2,2,2
886,2006,Tony Scheffler,TE,6-6.0000,254,4.54,4.04,0,33.5,115,17,Western Michigan,61,20,24,15
887,2006,Anthony Schlegel,ILB,6-1.0000,250,4.88,4.39,0,32,111,21,Ohio State,76,2,2,0
888,2006,Jonathan Scott,OT,6-7.0000,315,5.32,4.87,0,24.5,101,0,Texas,141,13,18,3
889,2006,Mark Setterstrom,OG,6-4.0000,314,5.38,4.56,0,26.5,100,19,Minnesota,242,5,5,5
890,2006,D.J. Shockley,QB,6-1.0000,214,4.56,4.18,0,37.5,121,0,Georgia,223,0,,
891,2006,Kevin Simon,OLB,5-10.0000,235,4.89,4.34,0,28,103,26,Tennessee,250,0,,
892,2006,Ko Simpson,FS,6-1.0000,209,4.45,4.2,0,40.5,122,11,South Carolina,105,13,13,11
893,2006,Ernie Sims,OLB,5-11.0000,231,4.5,4.23,0,41,125,25,Florida State,9,27,30,19
894,2006,Anthony Smith,FS,6-1.0000,194,4.71,4.35,0,41,125,18,Syracuse,83,12,12,8
895,2006,Brad Smith,QB,6-2.0000,213,4.46,4.33,7.01,39.5,128,0,Missouri,103,13,17,11
896,2006,Eric Smith,SS,6-1.0000,209,4.63,4.11,0,40,127,21,Michigan State,97,11,16,16
897,2006,Isaac Sowells,OG,6-4.0000,324,5.15,5.02,0,28.5,101,20,Indiana,112,0,0,0
898,2006,Charles Spencer,OG,6-5.0000,352,5.25,0,0,0,0,30,Pittsburgh,65,1,1,1
899,2006,Jason Spitz,OG,6-4.0000,313,5.4,4.56,0,28.5,102,25,Louisville,75,25,24,24
900,2006,Montavious Stanley,DT,6-2.0000,313,5.12,4.62,0,29,0,0,Louisville,182,5,5,
901,2006,Dan Stevenson,OG,6-5.0000,300,5.36,4.6,0,24.5,100,24,Notre Dame,205,0,,
902,2006,Maurice Stovall,WR,6-5.0000,217,4.57,4.16,6.81,35,122,0,Notre Dame,90,5,5,5
