,year,name,position,height,weight,fortyyd,twentyss,threecone,vertical,broad,bench,college,picktotal,first4av,carav,drav
903,2006,Zach Strief,OT,6-8.0000,330,5.38,4.85,0,21,94,19,Northwestern,210,10,43,43
904,2006,Quinn Sypniewski,TE,6-7.0000,268,4.77,4.54,0,32.5,114,20,Colorado,166,2,2,2
905,2006,Darryl Tapp,DE,6-2.0000,252,4.83,4.48,0,33,109,27,Virginia Tech,63,25,29,21
906,2006,Joe Toledo,OT,6-6.0000,337,5.11,0,0,0,0,32,Washington,114,0,,
907,2006,Michael Toudouze,OT,6-6.0000,303,5.12,4.71,0,26.5,100,23,TCU,162,1,1,1
908,2006,Jeremy Trueblood,OT,6-8.0000,316,5.25,4.71,0,27.5,96,20,Boston College,59,29,36,31
909,2006,Stephen Tulloch,ILB,5-11.0000,241,4.84,4.18,0,33.5,113,27,North Carolina State,116,26,48,21
910,2006,Lawrence Vickers,FB,6-1.0000,245,4.82,4.64,0,30.5,104,21,Colorado,180,2,3,2
911,2006,Delanie Walker,WR,6-1.0000,240,4.49,0,0,36.5,118,0,Central Missouri State,175,7,27,9
912,2006,Leon Washington,RB,5-8.0000,201,4.42,4.37,0,32.5,105,17,Florida State,117,29,30,23
913,2006,Pat Watkins,FS,6-5.0000,211,4.42,0,0,41,133,14,Florida State,138,7,7,7
914,2006,Todd Watkins,WR,6-3.0000,202,4.4,4.25,0,37,118,0,Brigham Young,218,1,1,
915,2006,Gabe Watson,DT,6-4.0000,339,5.27,4.82,0,25,96,36,Michigan,107,13,12,12
916,2006,Dee Webb,CB,5-11.0000,183,4.41,0,0,36.5,121,0,Florida,236,1,1,1
917,2006,Jeff Webb,WR,6-2.1250,211,4.4,4.08,6.81,37,126,0,San Diego State,190,2,2,2
918,2006,Guy Whimper,OT,6-5.0000,304,4.96,4.61,0,29,102,26,East Carolina,129,4,13,2
919,2006,Charlie Whitehurst,QB,6-5.0000,223,4.75,4.12,0,33,112,0,Clemson,81,2,7,0
920,2006,E.J. Whitley,OT,6-5.0000,309,5.35,4.8,0,25,101,16,Texas Tech,224,0,,
921,2006,Donte Whitner,SS,5-10.0000,204,4.4,0,0,40,132,18,Ohio State,8,25,49,18
922,2006,Andrew Whitworth,OT,6-7.0000,334,5.16,4.84,0,30.5,112,28,LSU,55,34,78,78
923,2006,Gerris Wilkinson,ILB,6-3.0000,233,4.66,4.18,0,39,122,19,Georgia Tech,96,7,6,6
924,2006,Brandon Williams,WR,5-10.0000,179,4.48,4.09,0,34.5,115,0,Wisconsin,84,0,0,0
925,2006,Brandon Williams,WR,5-10.0000,179,4.48,4.09,0,34.5,115,0,Wisconsin,84,0,0,0
926,2006,DeAngelo Williams,RB,5-9.0000,214,4.49,0,0,35.5,0,25,Memphis,27,36,59,51
927,2006,Jamar Williams,OLB,6-1.0000,236,4.59,4.29,0,37,120,0,Arizona State,120,5,5,5
928,2006,Leon Williams,ILB,6-3.0000,245,4.54,0,0,0,0,25,Miami (FL),110,9,9,8
929,2006,Mario Williams,DE,6-7.0000,295,4.7,4.37,7.21,40.5,120,35,North Carolina State,1,41,75,34
930,2006,T.J. Williams,TE,6-3.0000,269,4.72,4.58,0,34,111,25,North Carolina State,202,0,,
931,2006,Travis Wilson,WR,6-2.0000,214,4.47,4.03,0,36.5,120,0,Oklahoma,78,0,0,0
932,2006,Kamerion Wimbley,DE,6-4.0000,248,4.61,4.48,6.98,38.5,129,24,Florida State,13,36,46,26
933,2006,Eric Winston,OT,6-7.0000,310,4.94,4.49,0,29,108,0,Miami (FL),66,40,53,43
934,2006,Rodrique Wright,DT,6-5.0000,300,5.08,4.52,0,32,110,31,Texas,226,4,4,4
935,2006,James Wyche,DE,6-6.0000,262,4.63,4.51,7.75,33,116,33,Syracuse,213,0,0,0
936,2006,Vince Young,QB,6-5.0000,229,4.48,0,0,0,0,0,Texas,3,33,33,31
937,2005,Hamza Abdullah,SS,6-2.0000,214,0,0,0,39,114,18,Washington State,231,4,5,
938,2005,Anthony Alabi,OT,6-5.0000,310,5.12,4.6,0,32.5,105,18,TCU,162,1,1,1
939,2005,Derek Anderson,QB,6-6.0000,242,5.03,4.67,0,29,103,0,Oregon State,213,18,21,
940,2005,Calvin Armstrong,OT,6-7.0000,325,5.51,4.66,0,34,100,26,Washington State,211,0,,
941,2005,J.J. Arrington,RB,5-9.0000,214,4.4,4.1,0,35,121,18,California,44,0,11,11
942,2005,David Baas,OG,6-5.0000,319,5.06,4.48,0,29.5,105,29,Michigan,33,18,36,21
943,2005,Jonathan Babineaux,DT,6-2.0000,286,4.87,4.62,0,29.5,109,21,Iowa,59,27,52,52
944,2005,Billy Bajema,TE,6-5.0000,261,4.74,4.3,0,31.5,113,16,Oklahoma State,249,1,2,0
945,2005,Marion Barber,RB,6-0.0000,221,4.53,0,0,40,0,20,Minnesota,109,39,40,38
946,2005,Khalif Barnes,OT,6-6.0000,305,4.92,4.56,0,35,106,26,Washington,52,35,51,31
947,2005,Alex Barron,OT,6-8.0000,318,5.27,4.57,0,35.5,0,0,Florida State,19,30,28,28
948,2005,Ronald Bartell,CB,6-1.0000,211,4.37,0,0,35.5,0,21,Howard,50,20,25,23
949,2005,Jordan Beck,OLB,6-3.0000,233,4.6,4.12,0,41,128,25,Cal Poly,90,2,2,1
950,2005,Joe Berger,OT,6-6.0000,303,5.18,4.68,0,27,96,30,Michigan Tech,207,4,26,
951,2005,Justin Beriault,FS,6-3.0000,204,4.52,3.84,0,39.5,132,14,Ball State,208,0,,
952,2005,Darryl Blackstock,OLB,6-3.0000,247,4.7,4.32,0,39,126,25,Virginia,95,6,6,4
953,2005,Michael Boley,OLB,6-3.0000,236,4.56,4.12,0,34,113,0,Southern Miss,160,30,43,23
954,2005,Larry Brackins,WR,6-5.0000,205,4.58,4.44,0,35,112,0,Pearl River (JC),155,0,,
955,2005,Mark Bradley,WR,6-2.0000,201,4.37,4.02,6.96,39.5,128,0,Oklahoma,39,11,10,4
956,2005,Craig Bragg,WR,6-1.0000,196,4.46,0,0,36,122,0,UCLA,195,0,,
957,2005,Wesley Britt,OT,6-8.0000,314,5.3,0,0,0,0,24,Alabama,164,3,3,
958,2005,Nehemiah Broughton,RB,6-1.0000,250,4.59,4.37,0,30,108,25,Citadel,222,0,0,0
959,2005,Jammal Brown,OT,6-6.0000,316,5.06,4.7,0,31.5,109,0,Oklahoma,13,42,50,39
960,2005,Jason Brown,OC,6-3.0000,313,5.4,4.52,0,30.5,105,23,North Carolina,124,24,31,18
961,2005,Reggie Brown,WR,6-2.0000,196,4.45,4,0,41.5,128,0,Georgia,35,21,20,20
962,2005,Ronnie Brown,RB,6-1.0000,233,4.43,4.14,0,34,117,18,Auburn,2,36,41,36
963,2005,Anthony Bryant,DT,6-3.0000,335,5.06,4.72,0,31.5,106,23,Alabama,178,1,2,0
964,2005,Dan Buenning,OG,6-4.0000,320,5.35,4.64,0,28,111,29,Wisconsin,107,10,10,9
965,2005,Josh Bullocks,FS,6-1.0000,209,4.46,4.09,0,37.5,118,0,Nebraska,40,22,21,19
966,2005,Kevin Burnett,OLB,6-3.0000,235,4.61,0,0,36,0,20,Tennessee,42,11,40,5
967,2005,Vincent Burns,DE,6-1.0000,267,4.84,4.41,0,35,122,25,Kentucky,92,0,,
968,2005,Jason Campbell,QB,6-5.0000,230,4.72,0,0,0,0,0,Auburn,25,44,47,32
969,2005,Jerome Carter,SS,6-1.0000,228,4.47,4.11,0,35,121,21,Florida State,117,3,3,3
970,2005,Luis Castillo,DT,6-3.0000,305,4.79,0,0,34.5,112,32,Northwestern,28,29,32,32
971,2005,Maurice Clarett,RB,6-1.0000,234,4.78,0,0,34,115,22,Ohio State,101,0,,
972,2005,Mark Clayton,WR,5-11.0000,193,4.41,4.07,6.95,36.5,118,0,Oklahoma,22,28,27,26
973,2005,DeAndra Cobb,RB,5-10.0000,196,4.49,4.26,0,34,118,17,Michigan State,201,0,0,0
974,2005,Shaun Cody,DT,6-4.0000,293,4.95,0,0,0,0,34,USC,37,12,27,5
975,2005,Jerome Collins,TE,6-4.0000,267,4.71,0,0,0,118,21,Notre Dame,144,0,0,0
976,2005,Nick Collins,CB,5-11.0000,206,4.36,4.16,0,40,118,11,Bethune-Cookman,51,36,43,43
977,2005,Sean Considine,FS,6-1.0000,212,4.5,3.93,0,37,117,19,Iowa,102,12,14,8
978,2005,Junius Coston,OC,6-4.0000,310,5.31,4.64,0,29.5,102,21,North Carolina A&T,143,5,5,5
979,2005,Airese Currie,WR,5-11.0000,186,4.49,4.07,0,38,125,0,Clemson,140,0,0,0
980,2005,Travis Daniels,CB,6-1.0000,194,4.54,3.97,0,35,120,0,LSU,104,13,14,11
981,2005,Anthony Davis,RB,5-7.0000,200,4.5,0,0,38,121,18,Wisconsin,243,34,31,31
982,2005,Anthony Davis,RB,5-7.0000,200,4.5,0,0,38,121,18,Wisconsin,243,0,,
983,2005,Chauncey Davis,DE,6-2.0000,273,4.8,4.44,0,37,118,22,Florida State,128,18,20,19
984,2005,Thomas Davis,FS,6-1.0000,230,4.6,4.01,0,36.5,115,0,Georgia,14,29,59,59
985,2005,Joel Dreessen,TE,6-4.0000,260,4.72,4.05,0,36,113,22,Colorado State,198,5,16,0
986,2005,Jon Dunn,OT,6-7.0000,328,5.4,0,0,0,0,0,Virginia Tech,217,0,,
987,2005,Braylon Edwards,WR,6-3.0000,210,4.45,0,0,0,0,22,Michigan,3,36,41,28
988,2005,Atiyyah Ellison,DT,6-4.0000,305,5.07,4.83,0,27.5,103,25,Missouri,89,0,0,
989,2005,Ben Emanuel,FS,6-3.0000,212,4.57,0,0,0,0,21,UCLA,171,3,3,
990,2005,Trai Essex,OT,6-5.0000,322,5.61,4.93,0,29,96,0,Northwestern,93,13,17,17
991,2005,Ronald Fields,DT,6-3.0000,313,5.24,4.68,0,27,102,0,Mississippi State,137,13,12,5
992,2005,Alfred Fincher,ILB,6-2.0000,238,4.68,4.48,0,31.5,112,25,Connecticut,82,3,3,2
993,2005,Ryan Fitzpatrick,QB,6-3.0000,232,4.86,4.07,0,30.5,105,0,Harvard,250,9,61,2
994,2005,Dustin Fox,FS,5-11.0000,191,4.43,0,0,43.5,0,7,Ohio State,80,0,0,
995,2005,Domonique Foxworth,CB,5-11.0000,184,4.34,3.89,0,41,125,14,Maryland,97,18,17,6
996,2005,Charlie Frye,QB,6-4.0000,225,4.79,4.09,0,33,113,0,Akron,67,8,8,7
997,2005,Dylan Gandy,OG,6-3.0000,304,5.12,4.51,0,29.5,100,0,Texas Tech,129,16,19,12
998,2005,Lionel Gates,RB,6-1.0000,222,4.6,4.12,0,36,121,23,Louisville,236,0,0,
999,2005,Justin Geisinger,OT,6-4.0000,322,5.38,4.62,0,25,95,34,Vanderbilt,197,0,0,
1000,2005,Eric Ghiaciuc,OC,6-4.0000,302,5.09,4.64,0,32,105,30,Central Michigan,119,19,18,18
1001,2005,Fred Gibson,WR,6-4.0000,196,4.55,4.14,0,38.5,126,0,Georgia,131,0,,
1002,2005,Eric Green,CB,6-1.0000,198,4.52,3.9,0,38,120,0,Virginia Tech,75,12,11,11
1003,2005,Justin Green,FB,6-1.0000,242,4.84,4.22,0,31,109,23,Montana,158,0,0,0
1004,2005,David Greene,QB,6-4.0000,226,4.78,4.13,0,31.5,115,0,Georgia,85,0,,
1005,2005,Tyjuan Hagler,OLB,6-1.0000,236,4.59,4.13,0,35.5,124,35,Cincinnati,173,13,12,12
1006,2005,Geoff Hangartner,OC,6-5.0000,301,5.21,4.57,0,28.5,103,26,Texas A&M,169,20,37,27
1007,2005,Anttaj Hawthorne,DT,6-4.0000,325,5.23,4.72,0,27,100,21,Wisconsin,175,1,1,1
1008,2005,Kelvin Hayden,CB,5-11.0000,197,4.45,3.9,0,34,111,17,Illinois,60,18,24,21
1009,2005,Jovan Haye,DE,6-2.0000,284,4.74,4.38,0,34,110,33,Vanderbilt,189,24,25,0
1010,2005,Madison Hedgecock,FB,6-3.0000,266,4.87,4.26,0,32.5,108,29,North Carolina,251,2,2,1
1011,2005,Chris Henry,WR,6-4.0000,197,4.5,0,0,0,0,0,West Virginia,83,1,1,1
1012,2005,Chris Henry,WR,6-4.0000,197,4.5,0,0,0,0,0,West Virginia,83,17,16,16
1013,2005,Noah Herron,RB,5-11.0000,200,4.6,4.03,0,31,108,17,Northwestern,244,3,3,0
1014,2005,Ellis Hobbs,CB,5-9.0000,192,4.45,4.07,0,42,124,12,Iowa State,84,28,28,26
1015,2005,Drew Hodgdon,OC,6-3.0000,309,5.31,4.48,0,32.5,109,0,Arizona State,151,3,3,3
1016,2005,Alphonso Hodge,CB,5-11.0000,203,4.44,3.99,0,34,0,20,Miami (OH),147,0,,
1017,2005,Daven Holly,CB,5-11.0000,192,4.39,4.08,0,39,115,15,Cincinnati,215,10,10,
1018,2005,Richie Incognito,OC,6-3.0000,305,4.84,0,0,0,0,29,Nebraska,81,24,45,15
1019,2005,Marlin Jackson,CB,6-1.0000,198,4.52,3.96,0,36,125,23,Michigan,29,14,13,13
1020,2005,Tony Jackson,TE,6-2.0000,266,4.75,4.52,0,33,113,23,Iowa,196,0,,
1021,2005,Vincent Jackson,WR,6-5.0000,241,4.46,4,6.84,39,129,23,Northern Colorado,61,42,75,49
1022,2005,Brandon Jacobs,RB,6-4.0000,267,4.56,4.49,0,37,118,19,Southern Illinois,110,30,36,36
1023,2005,Erasmus James,DE,6-4.0000,266,4.81,4.44,0,37.5,122,0,Wisconsin,18,6,6,6
1024,2005,Jason Jefferson,DT,6-2.0000,310,5.1,4.48,0,28.5,102,0,Wisconsin,193,3,3,
1025,2005,Derrick Johnson,OLB,6-3.0000,242,4.52,3.93,0,37.5,120,0,Texas,15,31,76,76
1026,2005,Derrick Johnson,OLB,6-3.0000,242,4.52,3.93,0,37.5,120,0,Texas,15,2,2,2
1027,2005,Derrick Johnson,CB,5-11.0000,197,4.43,4.1,0,0,0,18,Texas,15,31,76,76
1028,2005,Derrick Johnson,CB,5-11.0000,197,4.43,4.1,0,0,0,18,Texas,15,2,2,2
1029,2005,Marcus Johnson,OG,6-7.0000,321,5.45,4.75,0,27.5,104,21,Mississippi,49,10,10,10
1030,2005,Brandon Jones,WR,6-2.0000,208,4.42,4.1,0,37,114,0,Oklahoma,96,13,12,12
1031,2005,Matt Jones,TE,6-6.0000,242,4.37,0,0,39.5,129,0,Arkansas,21,23,22,22
1032,2005,Nick Kaczur,OT,6-5.0000,319,5.28,0,0,31.5,0,0,Toledo,100,40,36,36
1033,2005,Chris Kemoeatu,OG,6-4.0000,344,5.34,4.57,0,29,98,26,Utah,204,25,27,27
1034,2005,Adam Kieft,OT,6-7.0000,337,5.52,4.77,0,33,110,28,Central Michigan,153,0,,
1035,2005,Eric King,CB,5-9.0000,189,4.43,0,0,0,0,12,Wake Forest,156,4,4,1
1036,2005,Khari Long,DE,6-4.0000,257,4.74,4.09,0,38.5,121,27,Baylor,199,0,0,0
1037,2005,Daniel Loper,OT,6-6.0000,306,5.3,4.69,0,32,101,14,Texas Tech,150,7,6,3
1038,2005,Chase Lyman,WR,6-3.0000,217,4.5,0,0,36.5,115,16,California,118,0,,
1039,2005,Andre Maddox,SS,6-1.0000,205,4.46,0,0,36.5,127,17,North Carolina State,161,0,,
1040,2005,Logan Mankins,OG,6-4.0000,307,5.06,4.45,0,31.5,95,21,Fresno State,32,62,102,94
1041,2005,Evan Mathis,OG,6-5.0000,304,4.92,4.16,0,35.5,117,35,Alabama,79,11,44,6
1042,2005,Jerome Mathis,WR,5-11.0000,181,4.26,0,0,35.5,123,0,Hampton,114,4,4,4
1043,2005,Robert McCune,ILB,6-1.0000,245,4.5,0,0,0,0,34,Louisville,154,0,0,0
1044,2005,Bryant McFadden,CB,5-11.0000,193,4.53,4.04,0,38.5,0,23,Florida State,62,20,25,21
1045,2005,Pete McMahon,OT,6-8.0000,329,5.43,4.8,0,27,92,26,Iowa,214,0,,
1046,2005,David McMillan,DE,6-3.0000,262,4.58,4.08,0,34,120,16,Kansas,139,2,2,2
1047,2005,Adrian McPherson,QB,6-4.0000,218,4.71,4.12,0,34.5,128,22,Florida State,152,0,,
1048,2005,Shawne Merriman,DE,6-5.0000,272,4.68,0,0,0,0,25,Maryland,12,38,39,37
1049,2005,Justin Miller,CB,5-10.0000,201,4.42,0,0,41.5,128,15,Clemson,57,15,14,13
1050,2005,Lance Mitchell,ILB,6-2.0000,247,4.85,4.41,0,33.5,0,15,Oklahoma,168,1,1,1
1051,2005,Ryan Moats,RB,5-8.0000,210,4.46,4.11,0,36,117,19,Louisiana Tech,77,7,7,2
1052,2005,Mike Montgomery,DE,6-5.0000,276,5.05,4.33,0,34.5,115,19,Texas A&M,180,9,8,8
1053,2005,Eric Moore,DE,6-4.0000,262,4.84,4.57,0,29.5,108,22,Florida State,186,3,5,1
1054,2005,Vernand Morency,RB,5-10.0000,212,4.51,4.2,0,33.5,0,19,Oklahoma State,73,8,8,2
1055,2005,Kirk Morrison,ILB,6-1.0000,235,4.69,4.35,0,0,0,25,San Diego State,78,37,39,33
1056,2005,C.J. Mosley,DT,6-2.0000,312,5.08,4.65,0,27.5,100,27,Missouri,191,0,22,2
1057,2005,Scott Mruczkowski,OC,6-5.0000,321,5.29,0,0,0,0,28,Bowling Green,242,13,16,16
1058,2005,Terrence Murphy,WR,6-1.0000,202,4.39,3.91,7.02,41,128,0,Texas A&M,58,0,0,0
1059,2005,Chris Myers,OG,6-5.0000,300,5.18,0,0,0,0,25,Miami (FL),200,28,59,7
1060,2005,Donte Nicholson,SS,6-1.0000,209,4.55,0,0,0,0,18,Oklahoma,141,1,1,1
1061,2005,Doug Nienhuis,OG,6-6.0000,307,5.15,4.52,0,29.5,99,22,Oregon State,254,0,0,
1062,2005,Frank Omiyale,OT,6-4.0000,310,5.3,4.72,0,29.5,101,22,Tennessee Tech,163,14,17,0
1063,2005,Dan Orlovsky,QB,6-5.0000,225,4.93,4.43,0,29.5,107,0,Connecticut,145,4,7,5
1064,2005,Kyle Orton,QB,6-4.0000,233,5.06,4.54,0,26.5,0,0,Purdue,106,23,41,10
1065,2005,Chad Owens,WR,5-8.0000,183,4.62,3.95,0,37,116,23,Hawaii,185,0,0,0
1066,2005,Jeremy Parquet,OT,6-7.0000,323,5.31,4.9,0,29.5,94,17,Southern Miss,238,0,,
1067,2005,Roscoe Parrish,WR,5-10.0000,170,4.37,4.2,6.64,36,126,10,Miami (FL),55,12,14,14
1068,2005,Mike Patterson,DT,6-1.0000,292,5.08,0,0,0,0,26,USC,31,40,50,46
1069,2005,Karl Paymah,CB,6-1.0000,204,4.35,3.91,0,41.5,125,15,Washington State,76,7,6,6
1070,2005,Alvin Pearman,RB,5-10.0000,208,4.63,4.1,0,34,114,24,Virginia,127,5,5,5
1071,2005,Antonio Perkins,CB,5-11.0000,190,4.49,4.07,0,40,126,10,Oklahoma,103,0,0,0
1072,2005,Tab Perry,WR,6-3.0000,219,4.46,0,0,34,116,0,UCLA,190,1,1,1
1073,2005,Kenneth Pettway,OLB,6-3.0000,234,4.69,4.36,0,32.5,114,22,Grambling State,227,3,3,
1074,2005,David Pollack,DE,6-2.0000,265,4.75,3.94,0,37,120,25,Georgia,17,3,3,3
1075,2005,Brady Poppinga,DE,6-3.0000,259,4.59,4.39,0,35.5,110,26,Brigham Young,125,21,26,20
1076,2005,Sione Pouha,DT,6-4.0000,325,5.02,4.49,0,32.5,107,32,Utah,88,21,50,50
1077,2005,Duke Preston,OC,6-5.0000,311,0,4.53,0,32,96,21,Illinois,122,11,11,11
1078,2005,Kerry Rhodes,FS,6-3.0000,209,4.56,4.17,0,42,123,12,Louisville,123,39,48,35
1079,2005,Ryan Riddle,DE,6-2.0000,253,4.82,0,0,0,0,18,California,212,1,1,1
1080,2005,Dante Ridgeway,WR,5-11.0000,212,4.57,4.39,0,33,117,0,Ball State,192,0,0,
1081,2005,Courtney Roby,WR,6-1.0000,189,4.41,4,0,36.5,126,0,Indiana,68,3,3,2
1082,2005,Aaron Rodgers,QB,6-2.0000,223,4.71,4.32,7.39,34.5,110,0,California,24,34,112,112
1083,2005,Carlos Rogers,CB,6-1.0000,196,4.44,3.82,6.48,40.5,126,15,Auburn,9,25,49,23
1084,2005,Antrel Rolle,CB,6-0.0000,198,4.5,0,0,0,0,15,Miami (FL),8,23,53,17
1085,2005,Michael Roos,OT,6-7.0000,320,5.3,4.52,0,29,97,19,Eastern Washington,41,43,62,62
1086,2005,Matt Roth,DE,6-4.0000,278,4.81,4.36,0,32,112,26,Iowa,46,18,27,13
1087,2005,Stanford Routt,CB,6-2.0000,193,4.27,3.9,0,36.5,129,0,Houston,38,11,21,18
1088,2005,J.R. Russell,WR,6-3.0000,206,4.56,0,0,34.5,0,0,Louisville,253,0,,
1089,2005,Barrett Ruud,ILB,6-3.0000,241,4.75,4,0,34.5,112,25,Nebraska,36,32,41,36
1090,2005,Bo Scaife,TE,6-3.0000,249,4.75,4.14,0,32.5,114,24,Texas,179,19,20,20
1091,2005,Gerald Sensabaugh,FS,6-1.0000,214,4.44,0,0,46,133,17,North Carolina,157,19,30,9
1092,2005,Adam Seward,ILB,6-2.0000,248,4.6,4.11,0,36.5,120,33,UNLV,149,4,4,4
1093,2005,Eric Shelton,RB,6-2.0000,246,4.53,4.08,0,38.5,124,0,Louisville,54,0,0,0
1094,2005,Darrell Shropshire,DT,6-2.0000,301,4.87,4.34,0,34,116,25,South Carolina,241,2,2,2
1095,2005,Wes Sims,OT,6-5.0000,318,5.39,4.45,0,28,108,26,Oklahoma,177,0,0,0
1096,2005,Alex Smith,QB,6-4.0000,217,4.71,3.97,0,32,113,0,Utah,1,14,72,31
1097,2005,Alex Smith,QB,6-4.0000,217,4.71,3.97,0,32,113,0,Utah,1,11,11,10
1098,2005,Alex Smith,TE,6-4.0000,258,4.75,0,0,0,0,28,Utah,1,14,72,31
1099,2005,Alex Smith,TE,6-4.0000,258,4.75,0,0,0,0,28,Utah,1,11,11,10
1100,2005,Adam Snyder,OG,6-6.0000,316,5.34,4.86,0,28.5,93,21,Oregon,94,23,35,31
1101,2005,Marcus Spears,DE,6-4.0000,307,5.03,0,0,0,0,15,LSU,20,31,35,34
1102,2005,Chris Spencer,OC,6-3.0000,309,5.21,4.61,0,32,105,26,Mississippi,26,25,37,28
1103,2005,Darren Sproles,RB,5-6.0000,187,4.47,3.96,0,33,105,23,Kansas State,130,23,58,25
1104,2005,Scott Starks,CB,5-9.0000,172,4.37,3.9,0,43,137,13,Wisconsin,87,4,4,4
1105,2005,David Stewart,OT,6-7.0000,314,5.25,0,0,0,0,24,Mississippi State,113,38,47,47
1106,2005,Bill Swancutt,DE,6-4.0000,270,5,4.24,0,34,113,23,Oregon State,184,0,0,0
1107,2005,Lofa Tatupu,ILB,6-1.0000,238,4.83,4.21,0,35,113,23,USC,45,46,49,49
1108,2005,Claude Terrell,OG,6-2.0000,343,5.42,4.81,0,24.5,89,27,New Mexico,134,6,6,6
1109,2005,Adam Terry,OT,6-8.0000,330,5.4,4.79,0,28,96,0,Syracuse,64,10,10,10
1110,2005,Odell Thurman,ILB,6-1.0000,233,4.62,4.28,0,34,0,23,Georgia,48,7,7,7
1111,2005,Marviel Underwood,FS,5-10.0000,197,4.45,4.22,0,38,118,19,San Diego State,115,1,1,1
1112,2005,Jimmy Verdon,DE,6-3.0000,280,5.02,4.53,0,29.5,105,18,Arizona State,232,0,0,0
1113,2005,Kevin Vickerson,DT,6-5.0000,301,5,4.67,0,32.5,103,0,Michigan State,216,10,22,
1114,2005,Rian Wallace,OLB,6-3.0000,241,4.68,3.97,0,35.5,0,10,Temple,166,2,2,2
1115,2005,DeMarcus Ware,OLB,6-4.0000,251,4.56,4.07,0,38.5,122,27,Troy,11,64,99,87
1116,2005,Paris Warren,WR,6-1.0000,213,4.71,0,0,31.5,0,0,Utah,225,0,0,0
1117,2005,Fabian Washington,CB,5-11.0000,188,4.29,3.91,0,41.5,129,18,Nebraska,23,20,21,10
1118,2005,Corey Webster,CB,6-0.0000,199,4.51,0,0,0,0,9,LSU,43,20,33,33
1119,2005,Jonathan Welsh,OLB,6-3.0000,245,4.61,4.22,0,40.5,130,19,Wisconsin,148,0,0,0
1120,2005,Darrent Williams,CB,5-9.0000,176,4.3,3.96,0,39,124,16,Oklahoma State,56,10,10,10
1121,2005,Mike Williams,WR,6-5.0000,229,4.56,4.23,6.98,36.5,123,0,USC,10,27,25,25
1122,2005,Mike Williams,WR,6-5.0000,229,4.56,4.23,6.98,36.5,123,0,USC,10,5,12,4
1123,2005,Troy Williamson,WR,6-2.0000,203,4.32,4.18,0,37,0,0,South Carolina,7,8,8,8
1124,2005,Ray Willis,OT,6-6.0000,327,5.4,0,0,0,0,27,Florida State,105,12,12,12
1125,2005,Stanley Wilson,CB,6-1.0000,185,4.36,0,0,39.5,125,14,Stanford,72,5,5,5
1126,2005,Cornelius Wortham,OLB,6-2.0000,236,4.71,4.38,0,37,110,22,Alabama,235,1,1,1
1127,2005,Scott Young,OG,6-4.0000,312,5.08,4.4,0,35,115,43,Brigham Young,172,1,1,1